number,title,arc,series,japanese_air_date,english_air_date,filler_status,characters
101,Everyone's Feelings,Three-Tails' Appearance,Shippuden,"March 26, 2009","January 24, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Sai', 'Shizune', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Rock Lee', 'Tenten', 'Ino Yamanaka', 'Kabuto Yakushi', 'Guren', 'Yūkimaru', 'Rinji', 'Gozu', 'Pakkun']"
102,Regroup!,Three-Tails' Appearance,Shippuden,"March 26, 2009","January 24, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Sai', 'Shizune', 'Kiba Inuzuka', 'Hinata Hyūga', 'Rock Lee', 'Tenten', 'Ino Yamanaka', 'Kabuto Yakushi', 'Guren', 'Yūkimaru', 'Rinji', 'Gozu', 'Kigiri', 'Kihō', 'Nurari']"
103,The Four-Corner Sealing Barrier (episode),Three-Tails' Appearance,Shippuden,"April 09, 2009","January 24, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Sai', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Rock Lee', 'Tenten', 'Ino Yamanaka', 'Might Guy', 'Shizune', 'Guren', 'Rinji', 'Gozu', 'Kigiri', 'Kihō', 'Nurari']"
104,Breaking the Crystal Release,Three-Tails' Appearance,Shippuden,"April 09, 2009","January 24, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Sai', 'Shizune', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Rock Lee', 'Tenten', 'Ino Yamanaka', 'Deidara', 'Tobi', 'Orochimaru', 'Kabuto Yakushi', 'Guren', 'Yūkimaru', 'Rinji', 'Gozu', ""Yūkimaru's Mother""]"
105,The Battle Over the Barrier,Three-Tails' Appearance,Shippuden,"April 16, 2009","January 24, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Sai', 'Shizune', 'Hinata Hyūga', 'Shino Aburame', 'Rock Lee', 'Tenten', 'Ino Yamanaka', 'Gamakichi', 'Gamatatsu', 'Orochimaru', 'Kabuto Yakushi', 'Guren', 'Yūkimaru', 'Rinji', 'Kigiri', 'Kihō', 'Nurari', 'Tobi']"
106,Red Camellia,Three-Tails' Appearance,Shippuden,"April 23, 2009","January 24, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Sai', 'Shizune', 'Kiba Inuzuka', 'Shino Aburame', 'Rock Lee', 'Kabuto Yakushi', 'Guren', 'Yūkimaru', 'Rinji', 'Tobi']"
107,Strange Bedfellows,Three-Tails' Appearance,Shippuden,"April 30, 2009","January 24, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Shizune', 'Hinata Hyūga', 'Shino Aburame', 'Rock Lee', 'Tenten', 'Ino Yamanaka', 'Orochimaru', 'Kabuto Yakushi', 'Guren', 'Yūkimaru', 'Rinji', 'Kigiri', 'Kihō', 'Nurari']"
108,Guidepost of the Camellia,Three-Tails' Appearance,Shippuden,"May 07, 2009","January 24, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Shizune', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Rock Lee', 'Tenten', 'Ino Yamanaka', 'Orochimaru', 'Kabuto Yakushi', 'Guren', 'Yūkimaru', 'Kigiri', 'Kihō', 'Nurari']"
109,Cursed Seal Counterattack,Three-Tails' Appearance,Shippuden,"May 14, 2009","January 24, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Sai', 'Shizune', 'Katsuyu', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Rock Lee', 'Tenten', 'Ino Yamanaka', 'Kabuto Yakushi', 'Guren', 'Yūkimaru', 'Rinji', 'Kigiri', 'Kihō', 'Nurari']"
110,Memory of Guilt,Three-Tails' Appearance,Shippuden,"May 21, 2009","January 24, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Sai', 'Shizune', 'Katsuyu', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Rock Lee', 'Tenten', 'Ino Yamanaka', 'Kabuto Yakushi', 'Guren', 'Yūkimaru', 'Rinji', 'Kigiri', 'Kihō', 'Nurari']"
111,Shattered Promise,Three-Tails' Appearance,Shippuden,"May 28, 2009","January 24, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Sai', 'Shizune', 'Katsuyu', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Rock Lee', 'Tenten', 'Ino Yamanaka', 'Kabuto Yakushi', 'Guren', 'Yūkimaru', 'Rinji', 'Kigiri', 'Kihō', 'Nurari', 'Gamakichi', 'Gamatatsu']"
112,A Place to Return To,Three-Tails' Appearance,Shippuden,"June 04, 2009","January 24, 2012",Mixed,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Sai', 'Tsunade', 'Shizune', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Rock Lee', 'Tenten', 'Ino Yamanaka', 'Orochimaru', 'Kabuto Yakushi', 'Guren', 'Yūkimaru', 'Gozu', 'Katsuyu', 'Deidara', 'Tobi']"
113,The Serpent's Pupil,Itachi Pursuit Mission,Shippuden,"June 11, 2009","April 10, 2012",Canon,"['Sasuke Uchiha', 'Orochimaru', 'Kabuto Yakushi', 'Tsunade', 'Shizune', 'Itachi Uchiha', 'Hiruzen Sarutobi', 'Sakon', 'Tayuya', 'Shiore', 'Yoroi Akadō']"
114,Eye of a Hawk,Itachi Pursuit Mission,Shippuden,"June 18, 2009","April 10, 2012",Canon,"['Sasuke Uchiha', 'Orochimaru', 'Kabuto Yakushi', 'Naruto Uzumaki', 'Jiraiya', 'Hiruzen Sarutobi', 'Tsunade', 'Itachi Uchiha', 'Kisame Hoshigaki', 'Akatsuki Leader', 'Anko Mitarashi', 'Orochimaru']"
115,Zabuza's Blade,Itachi Pursuit Mission,Shippuden,"June 25, 2009","April 10, 2012",Mixed,"['Sasuke Uchiha', 'Suigetsu', 'Karin', 'Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Zabuza Momochi', 'Tenzen Daikoku', ""Tenzen's bodyguard"", 'Zōri']"
116,Guardian of the Iron Wall,Itachi Pursuit Mission,Shippuden,"July 02, 2009","April 10, 2012",Canon,"['Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Karin', 'Naruto Uzumaki', 'Kakashi Hatake']"
117,Jūgo of the Northern Hideout,Itachi Pursuit Mission,Shippuden,"July 09, 2009","April 10, 2012",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Jiraiya', 'Tsunade', 'Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Karin', 'Kimimaro', 'Ino Yamanaka', 'Kakashi Hatake']"
118,Formation!,Itachi Pursuit Mission,Shippuden,"July 23, 2009","April 10, 2012",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Karin', 'Kimimaro', 'Sakura Haruno', 'Sai', 'Katsuyu']"
119,Kakashi Chronicles ~ Boys' Life on the Battlefield ~ Part 1,Kakashi Gaiden,Shippuden,"July 30, 2009","April 10, 2012",Canon,"['Kakashi Hatake', 'Obito Uchiha', 'Rin', 'Minato Namikaze', 'Kakkō', 'Taiseki', 'Mahiru']"
120,Kakashi Chronicles ~ Boys' Life on the Battlefield ~ Part 2,Kakashi Gaiden,Shippuden,"July 30, 2009","April 10, 2012",Canon,"['Kakashi Hatake', 'Obito Uchiha', 'Rin', 'Minato Namikaze', 'Kakkō', 'Taiseki']"
121,Assemble,Itachi Pursuit Mission,Shippuden,"August 06, 2009","April 10, 2012",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Kiba Inuzuka', 'Hinata Hyūga', 'Jiraiya', 'Tsunade', 'Pain', 'Itachi Uchiha', 'Kisame Hoshigaki', 'Deidara', 'Zetsu', 'Tobi', 'Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Karin', 'Nekobaa', 'Tamaki', 'Denka', 'Hina']"
122,The Hunt,Itachi Pursuit Mission,Shippuden,"August 13, 2009","April 10, 2012",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sai', 'Kakashi Hatake', 'Yamato', 'Pakkun', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Karin', 'Deidara', 'Tobi', 'Ginji', 'Kyōya', 'Funari', 'Kabuto Yakushi', 'Shizune']"
123,Clash!,Itachi Pursuit Mission,Shippuden,"August 20, 2009","April 10, 2012",Canon,"['Sasuke Uchiha', 'Deidara', 'Tobi', 'Itachi Uchiha', 'Kisame Hoshigaki', 'Sasori']"
124,Art,Itachi Pursuit Mission,Shippuden,"August 27, 2009","April 10, 2012",Canon,"['Sasuke Uchiha', 'Deidara', 'Tobi']"
125,Disappearance,Itachi Pursuit Mission,Shippuden,"September 03, 2009","April 10, 2012",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Yamato', 'Kakashi Hatake', 'Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Karin', 'Manda', 'Pakkun', 'Shiba', 'Itachi Uchiha', 'Kisame Hoshigaki', 'Zetsu', 'Tobi', 'Pain', 'Konan', 'Obito Uchiha']"
126,Twilight,Itachi Pursuit Mission,Shippuden,"September 10, 2009","April 10, 2012",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Kiba Inuzuka', 'Kakashi Hatake', 'Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Karin', 'Itachi Uchiha', 'Jiraiya', 'Tsunade', 'Shizune', 'Nawaki', 'Dan']"
127,Tales of a Gutsy Ninja ~Jiraiya Ninja Scroll~ Part 1,Tale of Jiraiya the Gallant,Shippuden,"September 24, 2009","July 10, 2012",Mixed,"['Jiraiya', 'Tsunade', 'Orochimaru', 'Jiraiya', 'Orochimaru', 'Tsunade', 'Hiruzen Sarutobi', 'Fukasaku', 'Shima', 'Great Toad Sage', 'Gamabunta', 'First Animal Path (character)', 'Asura Path (character)', 'Preta Path (character)', 'Human Path (character)', 'Naraka Path (character)']"
128,Tales of a Gutsy Ninja ~Jiraiya Ninja Scroll~ Part 2,Tale of Jiraiya the Gallant,Shippuden,"September 24, 2009","July 10, 2012",Mixed,"['Jiraiya', 'Tsunade', 'Orochimaru', 'Nagato', 'Yahiko', 'Konan', 'Hanzō of the Salamander', 'Minato Namikaze', 'Kushina Uzumaki']"
129,Infiltrate! The Village Hidden in the Rain,Tale of Jiraiya the Gallant,Shippuden,"October 08, 2009","July 10, 2012",Canon,"['Jiraiya', 'Tsunade', 'Orochimaru', 'Pain', 'Konan', 'Hanzō of the Salamander', 'Ryūsui', 'Yūdachi', 'Tezuna', 'Naruto Uzumaki', 'Sakura Haruno']"
130,The Man Who Became God,Tale of Jiraiya the Gallant,Shippuden,"October 08, 2009","July 10, 2012",Canon,"['Jiraiya', 'Pain', 'Konan', 'Gamaken', 'Gerotora', 'Ryūsui', 'Kakashi Hatake']"
131,Honoured Sage Mode!,Tale of Jiraiya the Gallant,Shippuden,"October 15, 2009","July 10, 2012",Canon,"['Jiraiya', 'Pain', 'Fukasaku', 'Shima', 'Gamaken']"
132,"In Attendance, the Six Paths of Pain",Tale of Jiraiya the Gallant,Shippuden,"October 22, 2009","July 10, 2012",Canon,"['Jiraiya', 'Pain', 'Fukasaku', 'Shima', 'Naruto Uzumaki']"
133,The Tale of Jiraiya the Gallant (episode),Tale of Jiraiya the Gallant,Shippuden,"October 29, 2009","July 10, 2012",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Pain', 'Tsunade', 'Shizune', 'Fukasaku', 'Shima']"
134,Banquet Invitation,Fated Battle Between Brothers,Shippuden,"November 05, 2009","July 10, 2012",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sai', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Kakashi Hatake', 'Yamato', 'Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Karin', 'Pain', 'Itachi Uchiha', 'Kisame Hoshigaki', 'Zetsu', 'Tobi', 'Obito Uchiha']"
135,The Longest Moment,Fated Battle Between Brothers,Shippuden,"November 19, 2009","July 10, 2012",Canon,"['Sasuke Uchiha', 'Itachi Uchiha', 'Fugaku Uchiha', 'Mikoto Uchiha', 'Yashiro Uchiha', 'Inabi Uchiha', 'Tekka Uchiha']"
136,The Light and Dark of the Mangekyō Sharingan,Fated Battle Between Brothers,Shippuden,"November 19, 2009","July 10, 2012",Canon,"['Sasuke Uchiha', 'Itachi Uchiha', 'Madara Uchiha', 'Zetsu', 'Naruto Uzumaki', 'Yamato', 'Kiba Inuzuka', 'Shino Aburame']"
137,Amaterasu!,Fated Battle Between Brothers,Shippuden,"November 26, 2009","July 10, 2012",Canon,"['Sasuke Uchiha', 'Itachi Uchiha', 'Zetsu', 'Tsunade', 'Shizune']"
138,The End,Fated Battle Between Brothers,Shippuden,"December 03, 2009","July 10, 2012",Canon,"['Sasuke Uchiha', 'Itachi Uchiha', 'Zetsu', 'Orochimaru', 'Fugaku Uchiha', 'Mikoto Uchiha']"
139,The Mystery of Tobi,Fated Battle Between Brothers,Shippuden,"December 10, 2009","July 10, 2012",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sai', 'Yamato', 'Kakashi Hatake', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Karin', 'Zetsu', 'Kisame Hoshigaki', 'Tobi', 'Obito Uchiha']"
140,Fate,Fated Battle Between Brothers,Shippuden,"December 17, 2009","July 10, 2012",Canon,"['Sasuke Uchiha', 'Itachi Uchiha', 'Obito Uchiha']"
141,Truth,Fated Battle Between Brothers,Shippuden,"December 24, 2009","October 09, 2012",Canon,"['Sasuke Uchiha', 'Itachi Uchiha', 'Fugaku Uchiha', 'Mikoto Uchiha', 'Obito Uchiha']"
142,Battle of Valley of Clouds and Lightning,Fated Battle Between Brothers,Shippuden,"January 07, 2010","October 09, 2012",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Kiba Inuzuka', 'Hinata Hyūga', 'Yamato', 'Kakashi Hatake', 'Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Karin', 'Killer B', 'Obito Uchiha', 'Kisame Hoshigaki', 'Zetsu', 'Tobi', 'Kiyoi Yotsuki']"
143,The Eight-Tails vs. Sasuke,Fated Battle Between Brothers,Shippuden,"January 14, 2010","October 09, 2012",Canon,"['Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Karin', 'Killer B', 'J', 'K']"
144,Wanderer,Six-Tails Unleashed,Shippuden,"January 21, 2010","October 09, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Sai', 'Yamato', 'Kakashi Hatake', 'Tsunade', 'Shizune', 'Katsuyu', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Utakata', 'Hotaru', 'Tonbee', 'Akaboshi', 'Chūshin', 'Nangō', 'Benten']"
145,Successor of the Forbidden Jutsu,Six-Tails Unleashed,Shippuden,"January 28, 2010","October 09, 2012",Filler,"['Naruto Uzumaki', 'Sai', 'Yamato', 'Utakata', 'Hotaru', 'Tonbee', 'Tsuchigumo chief', 'Shiranami', 'Akaboshi', 'Chūshin', 'Nangō', 'Benten']"
146,The Successor's Wish,Six-Tails Unleashed,Shippuden,"February 04, 2010","October 09, 2012",Filler,"['Naruto Uzumaki', 'Sai', 'Yamato', 'Utakata', 'Hotaru', 'Tsuchigumo chief', 'Shiranami', 'Akaboshi', 'Chūshin', 'Nangō', 'Benten', 'Kiba Inuzuka', 'Shino Aburame']"
147,Rogue Ninja's Past,Six-Tails Unleashed,Shippuden,"February 11, 2010","October 09, 2012",Filler,"['Naruto Uzumaki', 'Sai', 'Yamato', 'Utakata', 'Hotaru', 'Shiranami', 'Harusame', 'Tsurugi']"
148,Heir to Darkness,Six-Tails Unleashed,Shippuden,"February 18, 2010","October 09, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Sai', 'Yamato', 'Utakata', 'Hotaru', 'Tonbee', 'Shiranami', 'Tsunade', 'Shizune', 'En no Gyōja', 'Tsurugi']"
149,Separation,Six-Tails Unleashed,Shippuden,"February 25, 2010","October 09, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Sai', 'Yamato', 'Utakata', 'Hotaru', 'Harusame', 'Shiranami', 'Akaboshi', 'Chūshin', 'Nangō', 'Benten']"
150,The Forbidden Jutsu Released,Six-Tails Unleashed,Shippuden,"March 04, 2010","October 09, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Sai', 'Yamato', 'Utakata', 'Hotaru', 'Shiranami', 'Akaboshi', 'Chūshin', 'Benten']"
151,Master and Student,Six-Tails Unleashed,Shippuden,"March 11, 2010","October 09, 2012",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Sai', 'Yamato', 'Utakata', 'Hotaru', 'Tonbee', 'Tsuchigumo chief', 'Harusame', 'Shiranami', 'Akaboshi', 'Chūshin', 'Nangō', 'Benten', 'Pain']"
152,Sombre News,Pain's Assault (Arc),Shippuden,"March 25, 2010","October 09, 2012",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sai', 'Kakashi Hatake', 'Shizune', 'Tsunade', 'Sasuke Uchiha', 'Jūgo', 'Obito Uchiha', 'Itachi Uchiha', 'Kisame Hoshigaki', 'Zetsu', 'Konan', 'Jiraiya', 'Fukasaku', 'Gamabunta', 'Gamakichi', 'A (Fourth Raikage)', 'Mabui', 'K']"
153,Following the Master's Shadow,Pain's Assault (Arc),Shippuden,"March 25, 2010","October 09, 2012",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Shikamaru Nara', 'Tsunade', 'Shizune', 'Fukasaku', 'Iruka Umino', 'Jiraiya', 'Jiraiya', 'Kurenai Yūhi', 'Shiho', 'Mitoku']"
154,Decryption,Pain's Assault (Arc),Shippuden,"April 08, 2010","January 08, 2013",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Shikamaru Nara', 'Tsunade', 'Shizune', 'Fukasaku', 'Shima', 'Gamakichi', 'Jiraiya', 'Ibiki Morino', 'Shiho']"
155,The First Challenge,Pain's Assault (Arc),Shippuden,"April 08, 2010","January 08, 2013",Canon,"['Naruto Uzumaki', 'Fukasaku', 'Gamakichi', 'Obito Uchiha', 'Kisame Hoshigaki', 'Zetsu', 'Pain', 'Konan', 'Jiraiya']"
156,Surpassing the Master,Pain's Assault (Arc),Shippuden,"April 15, 2010","January 08, 2013",Canon,"['Naruto Uzumaki', 'Fukasaku', 'Gamakichi', 'Jiraiya', 'Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Karin', 'A (Fourth Raikage)', 'Samui', 'Karui', 'Omoi', 'Mabui', 'J', 'K', 'Neji Hyūga']"
157,Assault on the Leaf Village!,Pain's Assault (Arc),Shippuden,"April 22, 2010","January 08, 2013",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Fukasaku', 'Shima', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Tsunade', 'Shizune', 'Ibiki Morino', 'Inoichi Yamanaka', 'Kotetsu Hagane', 'Iruka Umino', 'Moegi', 'Udon', 'Pain', 'Konan', 'Shiho', 'Kumadori']"
158,Power to Believe,Pain's Assault (Arc),Shippuden,"April 29, 2010","January 08, 2013",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Fukasaku', 'Gamakichi', 'Kakashi Hatake', 'Shikamaru Nara', 'Chōji Akimichi', 'Tsunade', 'Shizune', 'Katsuyu', 'Kurenai Yūhi', 'Iruka Umino', 'Kōsuke', 'Pain', 'Konan', 'Danzō', 'Homura Mitokado', 'Koharu Utatane', 'Chiyo', 'Hiruzen Sarutobi']"
159,Pain vs. Kakashi,Pain's Assault (Arc),Shippuden,"May 06, 2010","January 08, 2013",Canon,"['Kakashi Hatake', 'Chōji Akimichi', 'Chōza Akimichi', 'Obito Uchiha', 'Tsunade', 'Sakura Haruno', 'Fukasaku', 'Katsuyu', 'Iruka Umino', 'Pain', 'Sakumo Hatake']"
160,Mystery of Pain,Pain's Assault (Arc),Shippuden,"May 13, 2010","January 08, 2013",Canon,"['Naruto Uzumaki', 'Fukasaku', 'Tsunade', 'Shizune', 'Katsuyu', 'Ibiki Morino', 'Ino Yamanaka', 'Inoichi Yamanaka', 'Tonbo Tobitake', 'Shimon', 'Mozuku', 'Danzō', 'Konan', 'Ajisai', 'Ryūsui', 'Yūdachi']"
161,"Surname is Sarutobi, Given Name, Konohamaru",Pain's Assault (Arc),Shippuden,"May 20, 2010","January 08, 2013",Canon,"['Naruto Uzumaki', 'Fukasaku', 'Konohamaru', 'Moegi', 'Udon', 'Ebisu', 'Pain', 'Sasuke Uchiha', 'Suigetsu', 'Karin']"
162,Pain to the World,Pain's Assault (Arc),Shippuden,"May 27, 2010","January 08, 2013",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Fukasaku', 'Shima', 'Tsunade', 'Shizune', 'Katsuyu', 'Kiba Inuzuka', 'Shino Aburame', 'Ino Yamanaka', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Might Guy', 'Ibiki Morino', 'Inoichi Yamanaka', 'Shibi Aburame', 'Tsume Inuzuka', 'Kuromaru', 'Pain', 'Konan', 'Ajisai']"
163,Explode! Sage Mode,Pain's Assault (Arc),Shippuden,"June 03, 2010","January 08, 2013",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Fukasaku', 'Shima', 'Gamabunta', 'Gamakichi', 'Gamaken', 'Tsunade', 'Katsuyu', 'Shikamaru Nara', 'Chōji Akimichi', 'Kiba Inuzuka', 'Hinata Hyūga', 'Ino Yamanaka', 'Pain', 'Konan', 'Iruka Umino', 'Shikaku Nara', 'Tsume Inuzuka', 'Shiho']"
164,Danger! Sage Mode Limit Reached,Pain's Assault (Arc),Shippuden,"June 10, 2010","January 08, 2013",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Shikamaru Nara', 'Shikaku Nara', 'Fukasaku', 'Shima', 'Gamaken', 'Gamahiro', 'Katsuyu', 'Pain', 'Ajisai', 'Gamabunta']"
165,"Nine-Tails, Captured!",Pain's Assault (Arc),Shippuden,"June 17, 2010","January 08, 2013",Canon,"['Naruto Uzumaki', 'Fukasaku', 'Shima', 'Katsuyu', 'Gamabunta', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Kiba Inuzuka', 'Hinata Hyūga', 'Kō Hyūga', 'Pain', 'Konan', 'Nagato', 'Shikaku Nara', 'Inoichi Yamanaka', 'Sakura Haruno']"
166,Confession (episode),Pain's Assault (Arc),Shippuden,"June 24, 2010","January 08, 2013",Canon,"['Naruto Uzumaki', 'Hinata Hyūga', 'Sakura Haruno', 'Katsuyu', 'Shima', 'Shikamaru Nara', 'Neji Hyūga', 'Might Guy', 'Shikaku Nara', 'Inoichi Yamanaka', 'Kō Hyūga', 'Pain', 'Konan', 'Nagato', 'Hanabi Hyūga']"
167,Chibaku Tensei (episode),Pain's Assault (Arc),Shippuden,"July 01, 2010","March 16, 2013",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Hinata Hyūga', 'Shikamaru Nara', 'Ino Yamanaka', 'Sai', 'Yamato', 'Anko Mitarashi', 'Inoichi Yamanaka', 'Katsuyu', 'Gamakichi', 'Shiho', 'Pain', 'Konan', 'Nagato', 'Nine-Tailed Fox', 'Minato Namikaze']"
168,The Fourth Hokage (episode),Pain's Assault (Arc),Shippuden,"July 15, 2010","March 16, 2013",Canon,"['Naruto Uzumaki', 'Minato Namikaze', 'Nine-Tailed Fox', 'Katsuyu', 'Hinata Hyūga', 'Might Guy', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Pain', 'Konan', 'Nagato', 'Gamabunta']"
169,The Two Students,Pain's Assault (Arc),Shippuden,"July 22, 2010","March 23, 2013",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Hinata Hyūga', 'Katsuyu', 'Shikamaru Nara', 'Might Guy', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Pain', 'Konan', 'Nagato', 'Shikaku Nara', 'Inoichi Yamanaka', 'Kō Hyūga', 'Ino Yamanaka', 'Tsunade']"
170,Big Adventure! The Quest for the Fourth Hokage's Legacy Part 1,,Shippuden,"July 29, 2010","March 23, 2013",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Kakashi Hatake', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Konohamaru', 'Might Guy', 'Iruka Umino', 'Anko Mitarashi', 'Gaara', 'Baki', 'Teuchi', 'Hiruzen Sarutobi', 'Jiraiya', 'Kotetsu Hagane', 'Izumo Kamizuki', 'Samidare', 'Suiu']"
171,Big Adventure! The Quest for the Fourth Hokage's Legacy Part 2,,Shippuden,"July 29, 2010","March 23, 2013",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Kakashi Hatake', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Might Guy', 'Samidare', 'Suiu']"
172,Meeting (172),Pain's Assault (Arc),Shippuden,"August 05, 2010","March 23, 2013",Canon,"['Naruto Uzumaki', 'Nagato', 'Konan', 'Nagato', 'Yahiko', 'Konan', 'Ise', 'Fusō', 'Gamabunta', 'Great Toad Sage']"
173,Origin of Pain,Pain's Assault (Arc),Shippuden,"August 12, 2010","March 30, 2013",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Orochimaru', 'Nagato', 'Yahiko', 'Konan', 'Hanzō of the Salamander', 'Nagato', 'Yahiko', 'Konan', 'Shikaku Nara', 'Chōza Akimichi', 'Inoichi Yamanaka', 'Shino Aburame', 'Shibi Aburame']"
174,Tale of Naruto Uzumaki,Pain's Assault (Arc),Shippuden,"August 19, 2010","March 30, 2013",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Gamabunta', 'Great Toad Sage', 'Nagato', 'Yahiko', 'Konan', 'Nagato', 'Yahiko', 'Konan', 'Ise', 'Fusō']"
175,Hero of the Hidden Leaf,Pain's Assault (Arc),Shippuden,"August 26, 2010","March 30, 2013",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Nagato', 'Konan', 'Sakura Haruno', 'Hinata Hyūga', 'Kakashi Hatake', 'Sakumo Hatake', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Might Guy', 'Shikaku Nara', 'Inoichi Yamanaka', 'Chōza Akimichi', 'Fukasaku', 'Shima', 'Katsuyu', 'Rock Lee', 'Neji Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Hiruzen Sarutobi', 'Iruka Umino', 'Ebisu', 'Kotetsu Hagane', 'Izumo Kamizuki', 'Sasuke Uchiha', 'Konohamaru', 'Ibara', 'Tsubaki (parent)']"
